,abv,ibu,id,name,style,brewery_id
2240,0.077,23.0,1042,Atom Smasher,Märzen / Oktoberfest,74
2241,0.045,,1041,Testudo,Bière de Garde,74
2242,0.065,,1040,Hobnob B & B Pale Ale,American Pale Ale (APA),74
2243,0.07,68.0,861,Cane and Ebel,American Strong Ale,74
2244,0.065,,642,Outlaw IPA (2015),American IPA,74
2245,0.045,,2037,The Gilded Age,Munich Helles Lager,243
2246,0.05,,1285,No Limits Hefeweizen,Hefeweizen,435
2247,0.06,,1189,Honeyspot Road White IPA,American White IPA,435
2248,0.07200000000000001,,1171,Road 2 Ruin Double IPA,American Double / Imperial IPA,435
2249,0.048,,1170,Workers Comp Saison,Saison / Farmhouse Ale,435
2250,0.05,,1169,Ol' Factory Pils,German Pilsener,435
2251,0.05,10.0,2310,PUNK'N,Pumpkin Ale,159
2252,0.04,22.0,2100,Yard Sale Winter Lager,American Amber / Red Lager,159
2253,0.04,42.0,1925,Trader Session IPA,American IPA,159
2254,0.073,83.0,1723,Hop Nosh IPA,American IPA,159
2255,0.04,17.0,1212,SUM'R,American Blonde Ale,159
2256,0.04,32.0,1097,Organic Baba Black Lager,Schwarzbier,159
2257,0.073,82.0,1089,Hop Notch IPA (2013),American IPA,159
2258,0.04,34.0,1088,Cutthroat Pale Ale,American Pale Ale (APA),159
2259,0.04,29.0,974,WYLD Extra Pale Ale,American Pale Ale (APA),159
2260,0.055,,98,Pilsner Ukiah,German Pilsener,555
2261,0.06,75.0,2372,The Green Room,American IPA,126
2262,0.047,25.0,2367,Humbucker Helles,Maibock / Helles Bock,126
2263,0.065,,1704,Uncle John's Apple Cherry Cider,Cider,338
2264,0.065,,1703,Uncle John's Apricot Apple Cider,Cider,338
2265,0.065,,877,Draught Hard Apple Cider,Cider,338
2266,0.001,,606,Scotty K NA,Low Alcohol Beer,522
2267,0.068,,543,Bacon Brown Ale,American Brown Ale,522
2268,0.064,,347,Golden State Ale,Belgian Pale Ale,522
2269,0.078,,346,Baltic Porter,Baltic Porter,522
2270,0.085,,25,Siamese twin,Dubbel,522
2271,0.085,90.0,2507,Double Duckpin,American Double / Imperial IPA,71
2272,0.042,10.0,2506,Old Pro,Gose,71
2273,0.055,,829,Duckpin Pale Ale,American Pale Ale (APA),71
2274,0.06,,582,Balt Altbier,Altbier,71
2275,0.045,50.0,2190,Campside Session IPA,American IPA,202
2276,0.045,15.0,1951,Upland Wheat Ale,Witbier,202
2277,0.06,,1950,Dragonfly IPA,American IPA,202
2278,0.128,,2565,Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,Quadrupel (Quad),51
2279,0.104,,2564,Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,Rye Beer,51
2280,0.068,24.0,2563,Lee Hill Series Vol. 2 - Wild Saison,American Wild Ale,51
2281,0.099,51.0,2562,Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,American Double / Imperial Stout,51
2282,0.076,,2561,Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,American Brown Ale,51
2283,0.06,,2560,Blood Orange Saison,Saison / Farmhouse Ale,51
2284,0.065,33.0,1932,Thai Style White IPA,American White IPA,51
2285,0.075,30.0,1853,Ferus Fluxus Wild Belgian Pale Ale,American Wild Ale,51
2286,0.099,90.0,1315,Upslope Imperial India Pale Ale,American Double / Imperial IPA,51
2287,0.08199999999999999,,907,Upslope Christmas Ale,Winter Warmer,51
2288,0.077,,906,Upslope Pumpkin Ale,Pumpkin Ale,51
2289,0.075,30.0,683,Upslope Belgian Style Pale Ale,Belgian Pale Ale,51
2290,0.069,,614,Upslope Foreign Style Stout,Foreign / Export Stout,51
2291,0.048,15.0,466,Top Rope Mexican-style Craft Lager,Vienna Lager,51
2292,0.048,22.0,444,Upslope Craft Lager,Vienna Lager,51
2293,0.067,,345,Upslope Brown Ale,English Brown Ale,51
2294,0.058,,80,Upslope Pale Ale,American Pale Ale (APA),51
2295,0.07200000000000001,,79,Upslope India Pale Ale,American IPA,51
2296,0.053,22.0,382,Common Sense Kentucky Common Ale,American Brown Ale,546
2297,0.065,70.0,381,Upstate I.P.W.,American IPA,546
2298,0.04,,1826,Squatters Full Suspension Pale Ale,American Pale Ale (APA),302
2299,0.09,75.0,1825,Squatters Hop Rising Double IPA,American Double / Imperial IPA,302
2300,0.08,,1824,Devastator Double Bock,Doppelbock,302
2301,0.06,,1823,Wasatch Ghostrider White IPA,American White IPA,302
2302,0.06,,1682,Wasatch Ghostrider White IPA (2014),American White IPA,302
2303,0.04,,1681,Wasatch Apricot Hefeweizen,Fruit / Vegetable Beer,302
2304,0.09,75.0,1680,Squatters Hop Rising Double IPA (2014),American Double / Imperial IPA,302
2305,0.04,,1679,Squatters Full Suspension Pale Ale,American Pale Ale (APA),302
2306,0.068,,2245,Nunica Pine,Cider,185
2307,0.069,,2244,Ginger Peach,Cider,185
2308,0.068,,1378,Totally Roasted,Cider,185
2309,0.068,,1377,Blue Gold,Cider,185
2310,0.068,,1376,Hard Apple,Cider,185
2311,0.052000000000000005,,2411,Nitro Can Coffee Stout,American Stout,113
2312,0.092,25.0,1770,Voodoo Love Child,Tripel,322
2313,0.079,23.0,1769,White Magick of the Sun,Witbier,322
2314,0.075,31.0,1730,Wynona's Big Brown Ale,American Brown Ale,322
2315,0.092,25.0,1729,Gran Met,Belgian Strong Pale Ale,322
2316,0.073,85.0,1603,Good Vibes IPA,American IPA,322
2317,0.075,85.0,1488,Pilzilla,American Double / Imperial Pilsner,322
2318,0.04,37.0,1846,Wachusett Light IPA,American IPA,295
2319,0.06,55.0,1845,Green Monsta IPA,American IPA,295
2320,0.056,50.0,1844,Wachusett IPA,American IPA,295
2321,0.047,,1843,Strawberry White,Witbier,295
2322,0.085,85.0,1418,Larry Imperial IPA,American Double / Imperial IPA,295
2323,0.047,,1038,Wachusett Summer,American Pale Wheat Ale,295
2324,0.051,17.0,1030,Country Pale Ale,English Pale Ale,295
2325,0.04,37.0,1029,Wachusett Light IPA (2013),American IPA,295
2326,0.052000000000000005,20.0,908,Pumpkan,Pumpkin Ale,295
2327,0.045,10.0,619,Wachusett Blueberry Ale,Fruit / Vegetable Beer,295
2328,0.06,55.0,618,Green Monsta IPA,American IPA,295
2329,0.047,,780,T-6 Red Ale (2004),American Amber / Red Ale,506
2330,0.052000000000000005,67.0,2450,Self Starter,American IPA,94
2331,0.054000000000000006,20.0,2223,Ermal's,Cream Ale,94
2332,0.07,,2222,10 Ton,Oatmeal Stout,94
2333,0.07,,2221,Flyin' Rye,American IPA,94
2334,0.09,,2439,Christmas Ale,Herbed / Spiced Beer,100
2335,0.07,,2356,Pay It Forward Cocoa Porter,American Porter,100
2336,0.055,,1069,West Sixth Amber Ale,American Amber / Red Ale,100
2337,,,652,West Sixth IPA,American IPA,100
2338,0.055,,1542,One Claw,American Pale Ale (APA),384
2339,0.04,5.0,1312,Westbrook Gose,Gose,384
2340,0.05,16.0,576,White Thai,Witbier,384
2341,0.068,65.0,575,Westbrook IPA,American IPA,384
2342,0.057,22.0,1645,Westfield Octoberfest,Märzen / Oktoberfest,351
2343,0.052000000000000005,,1551,Pop's Old Fashioned Lager,American Amber / Red Lager,351
2344,0.058,55.0,1550,Charlie in the Rye,American IPA,351
2345,,,2364,Royal Lager,American Pale Lager,132
2346,0.08,,2348,Rip Van Winkle (Current),Bock,132
2347,,,2344,O’Malley’s Stout,English Stout,132
2348,0.075,89.0,2343,O’Malley’s IPA,American IPA,132
2349,,,2342,O’Malley’s Irish Style Cream Ale,Cream Ale,132
2350,0.049,28.0,2341,L'il Lucy's Hot Pepper Ale,Chile Beer,132
2351,0.052000000000000005,,2340,Drop Kick Ale,American Amber / Red Ale,132
2352,0.055,,2573,Raspberry Berliner Weisse,Berliner Weissbier,47
2353,0.05,,2572,Hop Session,American IPA,47
2354,0.055,,2571,Blueberry Berliner Weisse,Berliner Weissbier,47
2355,0.055,,2570,Berliner Weisse,Berliner Weissbier,47
2356,0.06,,1498,Super G IPA,American IPA,396
2357,0.049,30.0,1838,Hefe Lemon,Radler,296
2358,0.049,30.0,1837,Hefe Black,Hefeweizen,296
2359,0.049,30.0,1836,Widmer Brothers Hefeweizen,Hefeweizen,296
2360,0.08199999999999999,100.0,1619,Hop Slayer Double IPA,American Double / Imperial IPA,361
2361,0.045,,1618,Pumpkin Ale,Pumpkin Ale,361
2362,0.05,,1364,Big Bowl Blonde Ale,American Brown Ale,361
2363,0.052000000000000005,27.0,971,Phat Chance,American Blonde Ale,361
2364,0.08199999999999999,100.0,740,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361
2365,0.08199999999999999,100.0,430,Hop Slayer Double IPA (2011),American Double / Imperial IPA,361
2366,0.042,13.0,398,Wild Onion Summer Wit,Witbier,361
2367,0.06,23.0,366,Jack Stout,Oatmeal Stout,361
2368,0.045,,334,Wild Onion Pumpkin Ale (2010),Pumpkin Ale,361
2369,0.056,41.0,162,Paddy Pale Ale,American Pale Ale (APA),361
2370,0.068,21.0,2253,Blonde Hunny,Belgian Pale Ale,181
2371,0.057,20.0,1318,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,181
2372,0.045,25.0,1195,Wild Wolf American Pilsner,American Pilsner,181
2373,0.051,45.0,1194,Alpha Ale,American Pale Ale (APA),181
2374,0.054000000000000006,,826,Mystical Stout,Irish Dry Stout,499
2375,0.075,,825,Bodacious Bock,Bock,499
2376,0.05,,813,Ambitious Lager,Munich Helles Lager,499
2377,0.07200000000000001,,324,Wyoming Pale Ale,American Pale Ale (APA),550
2378,0.05,,323,Wind River Blonde Ale,American Blonde Ale,550
2379,0.07400000000000001,83.0,762,Ace IPA,American IPA,509
2380,0.08,31.0,761,P-51 Porter,American Porter,509
2381,0.055,,2149,#001 Golden Amber Lager,American Amber / Red Lager,211
2382,0.071,60.0,2148,#002 American I.P.A.,American IPA,211
2383,0.052000000000000005,,2147,#003 Brown & Robust Porter,American Porter,211
2384,0.048,38.0,2146,#004 Session I.P.A.,American IPA,211
2385,0.059,,2047,Tarasque,Saison / Farmhouse Ale,239
2386,0.062,61.0,1470,Ananda India Pale Ale,American IPA,239
2387,0.045,23.0,1469,Tiny Bomb,American Pilsner,239
2388,0.058,72.0,2627,Train Hopper,American IPA,14
2389,0.045,,2626,Edward’s Portly Brown,American Brown Ale,14
2390,0.059,135.0,1676,Troopers Alley IPA,American IPA,344
2391,0.047,15.0,1468,Wolverine Premium Lager,American Pale Lager,402
2392,0.05,,822,Woodchuck Amber Hard Cider,Cider,501
2393,0.065,82.0,2417,4000 Footer IPA,American IPA,109
2394,0.028,15.0,2306,Summer Brew,American Pilsner,109
2395,0.065,69.0,1697,Be Hoppy IPA,American IPA,339
2396,0.069,69.0,2194,Worthy IPA,American IPA,199
2397,0.045,25.0,1514,Easy Day Kolsch,Kölsch,199
2398,0.077,30.0,1513,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,199
2399,0.069,69.0,1512,Worthy IPA (2013),American IPA,199
2400,0.06,50.0,1511,Worthy Pale,American Pale Ale (APA),199
2401,0.042,,1345,Patty's Chile Beer,Chile Beer,424
2402,0.08199999999999999,,1316,Colorojo Imperial Red Ale,American Strong Ale,424
2403,0.055,,1045,Wynkoop Pumpkin Ale,Pumpkin Ale,424
2404,0.075,,1035,Rocky Mountain Oyster Stout,American Stout,424
2405,0.067,45.0,928,Belgorado,Belgian IPA,424
2406,0.052000000000000005,,807,Rail Yard Ale,American Amber / Red Ale,424
2407,0.055,,620,B3K Black Lager,Schwarzbier,424
2408,0.055,40.0,145,Silverback Pale Ale,American Pale Ale (APA),424
2409,0.052000000000000005,,84,Rail Yard Ale (2009),American Amber / Red Ale,424
