,abv,ibu,id,beer_name,style,brewery_id,brewery_name,city,state
439,0.092,,909,Escoffier Bretta Ale,American Wild Ale,10,Brewery Vivant,Grand Rapids, MI
440,0.065,,873,Contemplation (2012),Bière de Garde,10,Brewery Vivant,Grand Rapids, MI
441,0.099,,860,Vivant Belgian Style Imperial Stout (2012),Russian Imperial Stout,10,Brewery Vivant,Grand Rapids, MI
442,0.062,,677,Big Red Coq (2012),American Amber / Red Ale,10,Brewery Vivant,Grand Rapids, MI
443,0.09,,671,Zaison (2012),Saison / Farmhouse Ale,10,Brewery Vivant,Grand Rapids, MI
444,0.092,,670,Vivant Tripel (2012),Tripel,10,Brewery Vivant,Grand Rapids, MI
445,0.097,,669,Trebuchet Double IPA (2012),Belgian IPA,10,Brewery Vivant,Grand Rapids, MI
446,0.085,,627,Kludde,Belgian Strong Dark Ale,10,Brewery Vivant,Grand Rapids, MI
447,0.055,,387,Farm Hand,Saison / Farmhouse Ale,10,Brewery Vivant,Grand Rapids, MI
448,0.06,,385,Solitude,Belgian Pale Ale,10,Brewery Vivant,Grand Rapids, MI
449,0.065,,384,Triomphe,Belgian IPA,10,Brewery Vivant,Grand Rapids, MI
450,,,1096,Tampa Pale Ale,American Pale Ale (APA),467,Brindle Dog Brewing Company,Tampa Bay, FL
451,,,1095,Orange Grove Wheat Ale,American Pale Wheat Ale,467,Brindle Dog Brewing Company,Tampa Bay, FL
